city,latitude,longitude,country,population
Salem,42.5129,-70.902,United States,43226
Ilkeston,52.971,-1.309,United Kingdom,38640
Kapan,39.2011,46.415,Armenia,43190
Aldershot,51.248,-0.758,United Kingdom,36322
Cleethorpes,53.5533,-0.0215,United Kingdom,38996
Minas,-34.3667,-55.2333,Uruguay,38446
Leighton Buzzard,51.9165,-0.6617,United Kingdom,37000
Alajuela,10.0278,-84.2041,Costa Rica,42975
Whitney,36.1005,-115.038,United States,43072
North Miami Beach,25.9302,-80.166,United States,43041
Franceville,-1.6333,13.5833,Gabon,42967
Garbahaarrey,3.35,42.2667,Somalia,43000
Perote,19.562,-97.242,Mexico,37516
Xique-Xique,-10.8229,-42.7281,Brazil,35433
Freeport,40.6515,-73.585,United States,42956
West Babylon,40.7112,-73.3567,United States,42918
Dubrovnik,42.6403,18.1083,Croatia,42615
Blyth,55.126,-1.514,United Kingdom,37339
Ciudad Manuel Doblado,20.7303,-101.9533,Mexico,38309
San Bruno,37.6254,-122.4313,United States,42807
Quinhamel,11.8869,-15.8556,Guinea-Bissau,42659
Le Perreux-Sur-Marne,48.8422,2.5036,France,33879
Silistra,44.1186,27.2603,Bulgaria,42651
Hicksville,40.7637,-73.5245,United States,42649
Guarda,40.5364,-7.2683,Portugal,42541
Si Sa Ket,15.1069,104.3294,Thailand,42405
Aldridge,52.606,-1.9179,United Kingdom,39348
Nakama,33.8167,130.709,Japan,40003
Kampot,10.6,104.1667,Cambodia,39186
Fribourg,46.8,7.15,Switzerland,38365
Long Eaton,52.898,-1.271,United Kingdom,37760
Annemasse,46.1958,6.2364,France,35712
La Barca,20.2903,-102.5456,Mexico,35345
Arnold,53.005,-1.127,United Kingdom,37768
Lovech,43.1342,24.7172,Bulgaria,42343
Itapecuru Mirim,-3.3925,-44.3586,Brazil,34943
Berat,40.7049,19.9497,Albania,36496
Small Heath,52.4629,-1.8542,United Kingdom,36898
Myrhorod,49.964,33.6124,Ukraine,40160
Sidi Bouzid,35.0167,9.5,Tunisia,42098
Ardahan,41.1167,42.7,Turkey,42226
Saint-Martin-d'Heres,45.1672,5.7653,France,38487
Douai,50.3714,3.08,France,39700
Dock Sur,-34.6417,-58.3478,Argentina,35897
Bambari,5.7667,20.6833,Central African Republic,41356
Herne Bay,51.37,1.13,United Kingdom,38563
Tonala,16.0894,-93.7514,Mexico,35322
Joacaba,-27.17,-51.5,Brazil,38876
Cao Bang,22.6731,106.25,Vietnam,41112
San Jose,-34.3333,-56.7167,Uruguay,36747
Aberdare,51.713,-3.445,United Kingdom,39550
Franconville,48.9889,2.2314,France,36762
Daman,20.417,72.85,India,39737
Bell Gardens,33.9663,-118.155,United States,42012
Laguna,-28.48,-48.78,Brazil,39711
Razgrad,43.5267,26.5242,Bulgaria,41909
Glenrothes,56.198,-3.178,United Kingdom,38240
Savigny-sur-Orge,48.6797,2.3457,France,36533
Kahama,-3.84,32.6,Tanzania,36014
Amudalavalasa,18.4167,83.9,India,39799
Lindi,-9.9969,39.7144,Tanzania,41549
Chiquimula,14.797,-89.544,Guatemala,41521
Campbell,37.2802,-121.9538,United States,41793
Port Talbot,51.5906,-3.7986,United Kingdom,37276
Bodo,67.2827,14.3751,Norway,41720
Puntarenas,9.9764,-84.8339,Costa Rica,41528
Woonsocket,42.001,-71.4993,United States,41751
Xico,19.417,-97,Mexico,38198
Narathiwat,6.4264,101.8231,Thailand,41342
Nueva Rosita,27.939,-101.218,Mexico,36642
Coroata,-4.13,-44.1242,Brazil,34129
La Paz,14.3169,-87.6831,Honduras,41250
Villa Adelina,-34.5175,-58.5475,Argentina,35307
Morshansk,53.45,41.8,Russia,39362
Echirolles,45.1436,5.7183,France,36840
Palayan City,15.5333,121.0833,Philippines,41041
Lusambo,-4.9696,23.43,Congo (Kinshasa),41416
Salvatierra,20.2156,-100.8961,Mexico,34066
Marcq-en-Baroeul,50.6711,3.0972,France,38617
Villarrica,-25.75,-56.4333,Paraguay,41157
Saurimo,-9.6596,20.39,Angola,41316
Kisii,-0.6817,34.7667,Kenya,37531
Oriximina,-1.7656,-55.8661,Brazil,35581
Kozani,40.3007,21.789,Greece,41066
Puerto Francisco de Orellana,-0.4625,-76.9842,Ecuador,40730
Vredenburg,-32.9,17.9833,South Africa,38382
Malbork,54.0285,19.0444,Poland,38895
Panaji,15.48,73.83,India,40017
Greenacres,26.6272,-80.1371,United States,41117
Villefranche-sur-Saone,45.9833,4.7167,France,36857
Hyde,53.4474,-2.082,United Kingdom,34003
Famagusta,35.1167,33.95,Cyprus,40920
Cachan,48.7919,2.3319,France,31069
Ngozi,-2.9,29.8167,Burundi,39884
Miyoshidai,35.8283,139.5267,Japan,38393
Barreiros,-8.8183,-35.1864,Brazil,35565
Chartres,48.456,1.484,France,38578
Wilkes-Barre,41.2468,-75.8759,United States,40766
Fleet,51.2834,-0.8456,United Kingdom,37000
Samkir,40.8564,46.0172,Azerbaijan,40600
Parnu,58.3844,24.4989,Estonia,39438
Whitley Bay,55.0456,-1.4443,United Kingdom,36623
Dun Dealgan,54.009,-6.4049,Ireland,39004
Al Karnak,25.7184,32.6581,Egypt,26488
Rosario do Sul,-30.2583,-54.9142,Brazil,36721
Teaneck,40.89,-74.0107,United States,40543
Poissy,48.9294,2.0456,France,37388
Bjelovar,45.8989,16.8422,Croatia,40276
Al Bayda',13.979,45.574,Yemen,37821
Waipahu,21.3858,-158.0103,United States,40427
Yambio,4.5705,28.4163,South Sudan,40382
Bouar,5.95,15.6,Central African Republic,40353
Beeston,52.927,-1.215,United Kingdom,37000
Kanie,35.1322,136.7869,Japan,37048
Villepinte,48.955,2.541,France,36830
Ban Sai Ma Tai,13.8444,100.4829,Thailand,30750
Camberley,51.335,-0.742,United Kingdom,38038
Agualva,38.77,-9.2988,Portugal,35824
Kaya,13.0904,-1.09,Burkina Faso,40017
Al Wasitah,29.3372,31.2036,Egypt,37916
Inongo,-1.94,18.28,Congo (Kinshasa),40113
Montclair,34.0714,-117.698,United States,40083
Retalhuleu,14.5333,-91.6833,Guatemala,40000
Maues,-3.3896,-57.72,Brazil,32561
Decan,42.5333,20.2833,Kosovo,40019
Dunstable,51.886,-0.521,United Kingdom,35000
Xacmaz,41.4681,48.8028,Azerbaijan,39900
Chachoengsao,13.6903,101.0703,Thailand,39570
Bletchley,51.994,-0.732,United Kingdom,37114
Sainte-Genevieve-des-Bois,48.6369,2.3403,France,36207
Denton,53.4554,-2.1122,United Kingdom,36591
Surin,14.8833,103.4931,Thailand,39728
San Gabriel,34.0948,-118.099,United States,39899
Neuilly-sur-Marne,48.8537,2.549,France,34993
Koumra,8.9,17.55,Chad,39852
North Shields,55.0097,-1.4448,United Kingdom,34423
Zacatecoluca,13.508,-88.868,El Salvador,39613
Hallandale Beach,25.9854,-80.1423,United States,39847
Massawa,15.6,39.4333,Eritrea,39758
Pont-y-pwl,51.703,-3.041,United Kingdom,35447
Santa Elena,-2.2267,-80.8583,Ecuador,39681
Kenton,51.5878,-0.3086,United Kingdom,35600
Keizer,45.0029,-123.0241,United States,39713
Mochudi,-24.377,26.152,Botswana,39700
Vernier,46.2,6.1,Switzerland,35132
Chelsea,42.3959,-71.0325,United States,39690
Bridlington,54.0819,-0.1923,United Kingdom,35369
Sopot,54.4419,18.5478,Poland,37457
La Puente,34.0323,-117.9533,United States,39614
Conflans-Sainte-Honorine,48.9992,2.0983,France,35846
Tozeur,33.9304,8.13,Tunisia,39504
Celje,46.2291,15.2641,Slovenia,37875
Kendall West,25.7065,-80.4388,United States,39491
Cristalina,-16.7677,-47.6153,Brazil,36531
Florida,-34.1,-56.2167,Uruguay,33640
Port-de-Paix,19.9318,-72.8295,Haiti,34657
Istog,42.7833,20.4833,Kosovo,39289
Miercurea-Ciuc,46.3594,25.8039,Romania,38966
Mission Bend,29.6948,-95.6657,United States,39291
Agcabadi,40.0489,47.4502,Azerbaijan,39200
Annapolis,38.9706,-76.5047,United States,39223
Culver City,34.0058,-118.3968,United States,39185
Walkden,53.5239,-2.3991,United Kingdom,35616
Durazno,-33.3833,-56.5167,Uruguay,34372
Houilles,48.9261,2.1892,France,32151
Sao Francisco do Sul,-26.2433,-48.6381,Brazil,36224
Panuco,22.05,-98.1833,Mexico,33122
Creil,49.2583,2.4833,France,35657
Nueva Italia de Ruiz,19.0194,-102.1089,Mexico,32467
Xam Nua,20.4133,104.048,Laos,38992
Tromso,69.6489,18.9551,Norway,38980
Januaria,-15.4886,-44.36,Brazil,34811
Northolt,51.547,-0.362,United Kingdom,30304
Dedougou,12.4667,-3.4667,Burkina Faso,38862
Frankfort,38.1924,-84.8643,United States,38852
Brzeg,50.8667,17.4833,Poland,36541
Northglenn,39.9108,-104.9783,United States,38819
Kavadarci,41.4328,22.0117,Macedonia,38741
Morrinhos,-17.7311,-49.0994,Brazil,34143
Barda,40.3831,47.1186,Azerbaijan,38500
Ha Giang,22.8233,104.9836,Vietnam,38362
Tuyen Quang,21.8281,105.2156,Vietnam,36430
Karonga,-9.9329,33.9333,Malawi,34207
Fort Lee,40.8509,-73.9712,United States,38605
Highbury,51.552,-0.097,United Kingdom,26664
Zinacantan,16.7597,-92.7222,Mexico,36489
Le Plessis-Robinson,48.7811,2.2633,France,29100
Ewell,51.35,-0.249,United Kingdom,34872
Tunceli,39.1061,39.5481,Turkey,38504
Les Lilas,48.88,2.42,France,23045
Lake Worth,26.6196,-80.0591,United States,38526
Wisbech,52.664,0.16,United Kingdom,33933
Bossangoa,6.4833,17.45,Central African Republic,37780
Kline,42.6217,20.5778,Kosovo,38496
Bucha,50.5464,30.235,Ukraine,35162
Chorley,53.653,-2.632,United Kingdom,34667
Zaio,34.9396,-2.7334,Morocco,35806
Jacarezinho,-23.1606,-49.9694,Brazil,35090
Zeghanghane,35.1575,-3.0017,Morocco,34025
Hanwell,51.5189,-0.3376,United Kingdom,28768
L'Hay-les-Roses,48.78,2.3374,France,31204
Jimenez,27.13,-104.9067,Mexico,34281
Tuxpan,21.8667,-105.45,Mexico,34079
Falkirk,56.0011,-3.7835,United Kingdom,35168
Montclair,40.8254,-74.211,United States,38296
Choybalsan,48.0706,114.5228,Mongolia,38150
Am-Timan,11.0333,20.2833,Chad,38261
Tenkodogo,11.7804,-0.3697,Burkina Faso,38108
Massama,38.7568,-9.2748,Portugal,28112
Trujillo,9.3667,-70.4331,Venezuela,38110
Macuspana,17.7667,-92.6,Mexico,30661
Palaiseau,48.7145,2.2457,France,35514
Stanton,33.8002,-117.9935,United States,38139
Redcar,54.618,-1.069,United Kingdom,35692
Kikinda,45.8244,20.4592,Serbia,38065
Athis-Mons,48.7074,2.3889,France,34347
Flores,16.9337,-89.8833,Guatemala,38035
Paphos,34.7761,32.4265,Cyprus,35961
Ali Sabieh,11.1558,42.7125,Djibouti,37939
Adjumani,3.3614,31.8097,Uganda,34700
Richmond West,25.6105,-80.4297,United States,37965
Spalding,52.7858,-0.1529,United Kingdom,34613
South Miami Heights,25.5886,-80.3862,United States,37861
Dori,14.05,0.05,Burkina Faso,37806
Capitao Poco,-1.7464,-47.0594,Brazil,32704
Esch-sur-Alzette,49.4969,5.9806,Luxembourg,36218
Escuinapa,22.9822,-105.7031,Mexico,30790
Kajaani,64.225,27.7333,Finland,37622
Salto del Guaira,-24.02,-54.34,Paraguay,37600
Pierrefitte-sur-Seine,48.9656,2.3614,France,30306
San Vicente,13.641,-88.785,El Salvador,37326
Schaffhausen,47.6965,8.6339,Switzerland,36587
La Presa,32.711,-117.0027,United States,37437
Valley Stream,40.6647,-73.7044,United States,37431
Hanover Park,41.9819,-88.1447,United States,37426
Ojuelos de Jalisco,21.8642,-101.5933,Mexico,32357
Hitchin,51.947,-0.283,United Kingdom,33352
East Meadow,40.7197,-73.5604,United States,37358
`Ataq,14.55,46.8,Yemen,37315
Villeneuve-Saint-Georges,48.7325,2.4497,France,33545
Chatenay-Malabry,48.7653,2.2781,France,33286
Strood,51.393,0.478,United Kingdom,33182
Clichy-sous-Bois,48.9102,2.5532,France,29348
Oranjestad,12.5186,-70.0358,Aruba,34980
Prijepolje,43.5439,19.6514,Serbia,37059
Bocaiuva,-17.1078,-43.815,Brazil,32114
Al Qunaytirah,33.1256,35.8239,Syria,37022
Chaiyaphum,15.8056,102.0311,Thailand,36923
Villemomble,48.8833,2.5,France,29964
Egypt Lake-Leto,28.0177,-82.5062,United States,37039
Swords,53.4597,-6.2181,Ireland,33998
Aventura,25.9565,-80.1372,United States,36987
Nishihara,26.2261,127.7656,Japan,34741
Osorio,-29.8867,-50.2697,Brazil,34628
Park Ridge,42.0125,-87.8436,United States,36950
Tenosique,17.4756,-91.4225,Mexico,31392
Thonon-les-Bains,46.3627,6.475,France,34756
Saint-Mande,48.8422,2.4186,France,22619
Falun,60.613,15.647,Sweden,36477
Letchworth,51.978,-0.23,United Kingdom,33249
Agen,44.2049,0.6212,France,33576
Santa Isabel,32.6314,-115.5756,Mexico,33604
Ratchaburi,13.5367,99.8169,Thailand,36339
Wigston Magna,52.5812,-1.093,United Kingdom,32321
Saint Helier,49.1833,-2.1167,Jersey,33522
Marijampole,54.5567,23.3544,Lithuania,36602
Roanne,46.0367,4.0689,France,34366
Pinner,51.5932,-0.3894,United Kingdom,31130
Bezons,48.9261,2.2178,France,29383
Karlskrona,56.203,15.296,Sweden,35212
Ticul,20.3953,-89.5339,Mexico,32796
Calpulalpan,19.5869,-98.5683,Mexico,33263
Ebebiyin,2.15,11.3167,Equatorial Guinea,36565
Trowbridge,51.32,-2.21,United Kingdom,33108
Czeladz,50.3333,19.0833,Poland,34402
Rayleigh,51.5864,0.6049,United Kingdom,32150
West Hollywood,34.0882,-118.3718,United States,36475
Earley,51.433,-0.933,United Kingdom,32036
Viry-Chatillon,48.6713,2.375,France,31093
Paso de Ovejas,19.285,-96.44,Mexico,33392
Bicester,51.9,-1.15,United Kingdom,32642
Abasolo,20.4511,-101.5289,Mexico,27389
Moron,49.6375,100.1614,Mongolia,36082
Gisborne,-38.6625,178.0178,New Zealand,35500
Goba,7.01,39.97,Ethiopia,34369
Schiltigheim,48.6078,7.75,France,31894
Goycay,40.6553,47.7389,Azerbaijan,36200
Richfield,44.8762,-93.2833,United States,36354
Rutherglen,55.8286,-4.2139,United Kingdom,31120
Campo Maior,-4.8278,-42.1686,Brazil,31739
Kearns,40.652,-112.0093,United States,36330
Lincoln Park,42.2432,-83.1811,United States,36321
Chur,46.8521,9.5297,Switzerland,35038
Minamishiro,36.0225,139.7228,Japan,34133
Ryde,50.7271,-1.1618,United Kingdom,32072
Amecameca de Juarez,19.1238,-98.7665,Mexico,31687
Zacapa,14.972,-89.529,Guatemala,36088
Lichfield,52.6835,-1.8265,United Kingdom,33816
Ecclesfield,53.4429,-1.4698,United Kingdom,32073
Ometepec,16.6833,-98.4167,Mexico,30271
Lauderdale Lakes,26.1682,-80.2017,United States,36194
Montigny-le-Bretonneux,48.7711,2.0333,France,32929
Chatou,48.8897,2.1573,France,30253
Pontypridd,51.602,-3.342,United Kingdom,32694
Krong Kep,10.4828,104.3167,Cambodia,35990
Kornwestheim,48.8597,9.185,Germany,33803
Prestwich,53.5333,-2.2833,United Kingdom,31693
Kamenice,42.5839,21.575,Kosovo,36085
Viborg,56.4333,9.4,Denmark,34831
Belleville,40.795,-74.1616,United States,36069
Gostivar,41.8,20.9167,Macedonia,35847
Elmont,40.7033,-73.7078,United States,36028
Ventspils,57.3897,21.5644,Latvia,35362
Watertown Town,42.37,-71.1774,United States,35939
Beja,38.0333,-7.8833,Portugal,35854
Vrsac,45.1206,21.2986,Serbia,35701
Paranaiba,-19.6772,-51.1908,Brazil,32217
Brighouse,53.707,-1.794,United Kingdom,32360
Temple City,34.1021,-118.0579,United States,35811
Farnworth,53.5452,-2.3999,United Kingdom,30271
Chillum,38.9667,-76.979,United States,35798
Ermont,48.9922,2.2603,France,29108
La Asuncion,11.0333,-63.8833,Venezuela,35084
Cradock,-32.1833,25.6167,South Africa,32898
Stroud,51.744,-2.215,United Kingdom,32670
Darwen,53.698,-2.461,United Kingdom,31570
Chuhuiv,49.8353,36.6756,Ukraine,33144
Ixtapan de la Sal,18.8333,-99.6833,Mexico,30073
Trappes,48.7775,2.0025,France,32584
Dover,51.1295,1.3089,United Kingdom,31022
Timbuktu,16.7733,-2.9994,Mali,35330
Bexleyheath,51.459,0.138,United Kingdom,31929
Byumba,-1.5794,30.0694,Rwanda,34544
Bell,33.9801,-118.1798,United States,35521
Taibao,23.45,120.3333,Taiwan,35000
Roi Et,16.0578,103.6514,Thailand,35219
Villanueva,22.3536,-102.8831,Mexico,32835
Talas,42.5184,72.2429,Kyrgyzstan,35172
Champoton,19.35,-90.7167,Mexico,30881
Nelson,53.8346,-2.218,United Kingdom,29135
Braganca,41.8,-6.75,Portugal,35341
Phatthalung,7.6178,100.0778,Thailand,35039
Les Mureaux,48.9875,1.9172,France,32792
Neuchatel,46.9903,6.9306,Switzerland,33475
Romainville,48.884,2.435,France,27567
Huyton,53.41,-2.843,United Kingdom,33193
Santa Cruz del Quiche,15.05,-91.25,Guatemala,35000
Luebo,-5.3495,21.41,Congo (Kinshasa),35183
Bria,6.5369,21.9919,Central African Republic,35204
Nea Filadelfeia,38.035,23.7381,Greece,25734
Manhattan Beach,33.8895,-118.3972,United States,35183
Coatepec Harinas,18.9,-99.7167,Mexico,31860
Fresnes,48.755,2.3221,France,27802
Artvin,41.1822,41.8194,Turkey,35081
Maidan Shahr,34.3972,68.8697,Afghanistan,35008
Nevers,46.9933,3.1572,France,32990
Villiers-sur-Marne,48.8275,2.5447,France,28456
Catemaco,18.4167,-95.1167,Mexico,27615
Pabellon de Arteaga,22.15,-102.2667,Mexico,28633
San Pedro de Ycuamandiyu,-24.1,-57.0833,Paraguay,35021
Dikhil,11.1086,42.3667,Djibouti,35000
Ocotal,13.6333,-86.4833,Nicaragua,34580
Pontoise,49.0516,2.1017,France,30767
Grigny,48.6562,2.3849,France,28737
Englewood,39.6468,-104.9942,United States,34917
Kampong Thom,12.7111,104.8886,Cambodia,31871
Tucano,-10.9582,-38.7908,Brazil,31203
Golden Glades,25.9129,-80.2013,United States,34836
Dragash,42.0611,20.6528,Kosovo,34827
Naryn,41.4333,76,Kyrgyzstan,34822
Lahij,13.05,44.8833,Yemen,30661
Vigneux-sur-Seine,48.7001,2.417,France,31574
Aosta,45.737,7.315,Italy,34062
Oildale,35.4249,-119.0279,United States,34723
Ciudad Sabinas Hidalgo,26.5,-100.1833,Mexico,32047
Almenara,-16.17,-40.7,Brazil,29333
Kalasin,16.4333,103.5,Thailand,34437
Saint Neots,52.228,-0.27,United Kingdom,30811
Villa Celina,-34.7006,-58.4825,Argentina,30000
Fontenay-aux-Roses,48.7893,2.2888,France,24564
Jacmel,18.235,-72.537,Haiti,33563
Santa Cruz,-6.22,-36.03,Brazil,27775
Swakopmund,-22.6667,14.5333,Namibia,34300
Barra do Bugres,-15.0725,-57.1811,Brazil,31311
Lens,50.4322,2.8333,France,31415
Azogues,-2.7333,-78.8333,Ecuador,33848
Huatabampo,26.8304,-109.63,Mexico,30426
Escarcega,18.6067,-90.7344,Mexico,29477
Norristown,40.1224,-75.3398,United States,34341
Swadlincote,52.774,-1.557,United Kingdom,32219
Saint-Cloud,48.84,2.22,France,29973
Wishaw,55.7739,-3.9189,United Kingdom,30250
Ico,-6.4,-38.85,Brazil,28323
Ozumba,19.0392,-98.7936,Mexico,27207
Deal,51.2226,1.4006,United Kingdom,30085
Cananea,30.9819,-110.3006,Mexico,31560
Homa Bay,-0.5167,34.45,Kenya,32174
Bor,44.1303,22.1036,Serbia,34159
Mazeikiai,56.3111,22.3361,Lithuania,34152
Busia,0.4608,34.1108,Kenya,30777
Sao Luis Gonzaga,-28.4083,-54.9608,Brazil,31798
University City,38.6657,-90.3315,United States,34165
Borehamwood,51.6578,-0.2723,United Kingdom,31955
Ubaitaba,-14.3,-39.33,Brazil,28375
Fushe Kosove,42.63,21.12,Kosovo,33997
Midvale,40.6148,-111.8928,United States,34124
Uttaradit,17.6256,100.0942,Thailand,33930
Buenaventura Lakes,28.3349,-81.3539,United States,34085
Owando,-0.4833,15.9,Congo (Brazzaville),34070
Kakata,6.53,-10.3517,Liberia,33945
Chester,39.8456,-75.3718,United States,34000
Kampong Speu,11.45,104.5333,Cambodia,33231
Fada Ngourma,12.05,0.3667,Burkina Faso,33910
Barros Blancos,-34.7542,-56.0042,Uruguay,31650
Salgotarjan,48.0853,19.7867,Hungary,33579
Foster City,37.5553,-122.2659,United States,33901
Pontefract,53.691,-1.312,United Kingdom,30881
Montgomery Village,39.1783,-77.1957,United States,33798
Beverly Hills,34.0786,-118.4021,United States,33792
Ciudad Sahagun,19.7714,-98.5803,Mexico,28609
Thiais,48.765,2.3923,France,29017
Foothill Farms,38.6867,-121.3475,United States,33749
Westmont,33.9417,-118.3018,United States,33723
Willenhall,52.5798,-2.0605,United Kingdom,28480
Chumphon,10.4939,99.18,Thailand,33516
Fair Oaks,38.8653,-77.3586,United States,33700
Nykoping,58.7582,17.0185,Sweden,33546
Masindi,1.6744,31.715,Uganda,31486
Glendale Heights,41.9196,-88.0785,United States,33617
Bilwi,14.05,-83.3833,Nicaragua,33600
Iturama,-19.73,-50.2,Brazil,29805
Kacanik,42.2467,21.2553,Kosovo,33409
Long Beach,40.5887,-73.666,United States,33454
Longton,52.9877,-2.1327,United Kingdom,27214
Mamoudzou,-12.7871,45.275,Mayotte,32057
Plympton,50.386,-4.051,United Kingdom,29899
Sisak,45.4878,16.3742,Croatia,33322
West Little River,25.857,-80.2367,United States,33396
Birkirkara,35.9,14.4667,Malta,24356
Koh Kong,11.6167,102.9833,Cambodia,33134
Kyrenia,35.3403,33.3192,Cyprus,33207
Vandoeuvre-les-Nancy,48.6567,6.1683,France,30002
Juticalpa,14.6664,-86.2186,Honduras,33260
Huntington Station,40.8446,-73.405,United States,33259
Bromsgrove,52.3353,-2.0579,United Kingdom,29237
Goussainville,49.0325,2.4747,France,30637
Mukdahan,16.5431,104.7228,Thailand,33102
Obidos,-1.91,-55.52,Brazil,27587
Adrogue,-34.8,-58.3833,Argentina,28265
Lievin,50.4228,2.7786,France,30785
Bulwell,53.001,-1.197,United Kingdom,29771
Rincon de Romos,22.2333,-102.3167,Mexico,27988
Presidente Dutra,-5.29,-44.49,Brazil,30330
Kericho,-0.3692,35.2839,Kenya,30023
Sotteville-les-Rouen,49.4092,1.09,France,28965
Eastchester,40.9536,-73.8134,United States,32964
Pilar,-26.8569,-58.3039,Paraguay,32810
Kokhma,56.9333,41.0833,Russia,30500
Reddish,53.4383,-2.1613,United Kingdom,28052
Fair Lawn,40.9359,-74.1177,United States,32896
Zumpango del Rio,17.65,-99.5,Mexico,24719
Chkalov,40.2386,69.6967,Tajikistan,29800
Un'goofaaru,5.6681,73.0302,Maldives,
Harper,4.3754,-7.717,Liberia,32661
Lambersart,50.65,3.025,France,27649
Perigueux,45.1929,0.7217,France,29966
Cramlington,55.082,-1.585,United Kingdom,29405
Ris-Orangis,48.6537,2.4161,France,29225
Savigny-le-Temple,48.5841,2.5832,France,29984
Ban Bang Krang,13.8442,100.4612,Thailand,23010
Dagestanskiye Ogni,42.1167,48.2,Russia,29401
Mount Lebanon,40.3752,-80.0493,United States,32540
Soledad de Doblado,19.0447,-96.4233,Mexico,27770
Kendal,54.326,-2.745,United Kingdom,28586
North Providence,41.8616,-71.4575,United States,32459
Leticia,-4.215,-69.9411,Colombia,32450
Cote-Saint-Luc,45.4687,-73.6673,Canada,32448
Perry Barr,52.5249,-1.9042,United Kingdom,23652
Mandera,3.9167,41.8333,Kenya,30433
Lawndale,33.8884,-118.3531,United States,32389
Yverdon-les-Bains,46.7785,6.6408,Switzerland,30157
Franklin Square,40.7002,-73.6775,United States,32329
Spring Valley,41.1151,-74.0486,United States,32261
Otumba,19.6969,-98.7547,Mexico,29873
Bangassou,4.737,22.819,Central African Republic,31453
Cambuslang,55.819,-4.1671,United Kingdom,29690
Chachapoyas,-6.2167,-77.85,Peru,32026
